,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
7625,-118.27,33.86,26.519033079169297,9.166904201812248,6.952441006092665,10.508063758897343,7.022369032725035,1.7491616701669115,49.21501760824675,2.488279540424157,-2.326647183219092,1.3796943779894904,1,0,0,0,0
7626,-118.27,33.86,23.402864048983446,9.818295995097838,7.503748611564795,11.225322778131206,7.619047069486851,1.5426524027989954,49.31714287789954,2.5469997480564954,-2.4156534396436027,1.3420613746934802,1,0,0,0,0
7627,-118.27,33.86,21.045321857171547,8.529951155790865,5.993614577169273,9.0665984467357,6.264504814711185,2.3564047572297606,50.9894373811095,2.697646637276396,-2.873077704235167,1.1974917821075222,1,0,0,0,0
7629,-118.28,33.84,21.833262245114646,9.655287980817837,7.629135275446959,10.776758387864115,7.829945512999973,1.5843199178511416,50.491525043221216,2.0468916956702157,-2.04245165628299,1.0452030391273979,1,0,0,0,0
7630,-118.28,33.83,14.653156284114036,11.120950683517572,9.089823726667648,12.514643508512705,9.215264887921888,1.4402008968001843,50.865226246166834,2.145042915865561,-1.9733563275091337,0.9979653314634701,1,0,0,0,0
7631,-118.29,33.84,8.885887360480812,9.620754740055544,7.843609738618696,11.002556093653553,8.029021737441925,1.454777684757382,48.94968893666632,1.7624520559131327,-1.7389538293422788,1.0291534429038638,1,0,0,0,0
7632,-118.29,33.84,26.519033079169297,8.234730189306378,6.294320682255607,9.411731275672885,6.352351313934235,1.451202113825115,50.202888493981206,2.144896621562247,-2.0183585253139995,1.2977717880019353,1,0,0,0,0
7633,-118.29,33.84,27.293653712285593,9.836025431526465,7.6961078034273545,10.386719742886275,7.741214374248801,1.9640830025518832,52.1428691226391,2.400204510796575,-2.1785789028881313,0.9280891056228329,1,0,0,0,0
7634,-118.29,33.84,18.66786674932074,10.342137079534318,8.227078298744349,11.41747452554412,8.278092112838468,1.86954910658916,53.1365333953323,2.3501457434285307,-2.115897693336193,1.063263954703177,1,0,0,0,0
7635,-118.29,33.83,19.46272313462678,10.532087164799389,8.39392399966637,11.824830549871317,8.590594343178386,1.6786353295017917,52.06505763274013,2.189588108408792,-2.1342460032302495,1.0583703905674742,1,0,0,0,0
7636,-118.28,33.82,21.045321857171547,10.71230489357622,8.627257113494494,12.395654594627969,8.81134295862255,1.69071019460656,51.45910033997859,2.138488014076428,-2.0582657989698663,1.1645499546549403,1,0,0,0,0
7637,-118.29,33.82,17.07047637055554,10.64058125688099,8.407351018772339,11.725202668718824,8.625429382261096,1.4272382608822332,52.1841929588683,2.2831765085896665,-2.249256632313897,0.9994150906986108,1,0,0,0,0
7640,-118.28,33.82,24.184681972588397,10.337379886168675,8.152374724859095,11.820324850540482,8.32205624390558,2.0546941324032235,52.1273412904142,2.2859363840856037,-2.205716408033693,1.2001361652582674,1,0,0,0,0
7641,-118.28,33.81,23.402864048983446,9.915183011993967,7.559142766840753,11.157157341582268,7.65977183940692,2.0044542031476342,51.85014201105445,2.624886456772549,-2.4659705122495805,1.2934543740079556,1,0,0,0,0
7642,-118.27,33.82,28.83797942768524,9.08272457920368,6.956694321695598,10.430236731928707,7.031569956936438,1.7648016673852458,49.208608734952705,2.3575363915720966,-2.2109389096828753,1.3432784242157094,1,0,0,0,0
7643,-118.27,33.82,26.519033079169297,9.085541249134826,6.9693828359022145,10.72020852988757,7.072320908128515,1.7543043631263069,49.62513482817499,2.30444818807382,-2.1973179410262595,1.4369304024834653,1,0,0,0,0
7644,-118.27,33.82,29.607782990246136,8.308996314807828,6.359154194565002,9.320191872267372,6.462121253020049,2.0115375609840904,50.6767763526547,2.0943174330585452,-2.0260813947544096,1.1950236537109182,1,0,0,0,0
7645,-118.27,33.81,8.043048398658035,9.332634422805603,7.729826731882542,10.860695330239631,7.849329390020304,1.6072134319377636,45.27964215133396,1.634923605389497,-1.5489343915045672,1.0695738368008185,1,0,0,0,0
7646,-118.27,33.81,33.4349433561374,8.18370303428851,6.294320682255607,9.338825171328839,6.475304744776775,1.5838964284185992,49.10564507957056,1.9122940721814876,-1.9536688707066647,1.1955989097099562,1,0,0,0,0
7647,-118.27,33.81,30.37607472302157,9.09582639643682,6.9693828359022145,9.972451693012989,7.094512856074288,1.7903431090643747,50.65375677767572,2.2877106057335608,-2.2105681980233856,1.1166644993452797,1,0,0,0,0
7648,-118.27,33.82,31.142897273611784,8.843744309688379,6.543725915160831,9.22442533768653,6.545855967166289,1.7158004604704045,51.19584371572368,2.7319765356336587,-2.4759491799895295,1.1038449095224137,1,0,0,0,0
7649,-118.27,33.8,22.61908259169376,10.750601882188374,8.409021511242646,12.152025874590851,8.56934208668526,1.9028591860762296,52.03381180348794,2.5018208460352342,-2.3842421499105644,1.1979927889912365,1,0,0,0,0
7650,-118.27,33.84,19.46272313462678,11.221142354554997,8.938103394116526,12.42377634323282,9.127663019677534,1.6051570567170612,51.64795685554949,2.380788916204309,-2.277648481665464,1.0087540702773474,1,0,0,0,0
7651,-118.28,33.83,22.61908259169376,8.208605739831867,6.001739379531877,9.108502745776653,5.870614906953581,1.8106221832488367,49.76114951991008,2.833068434705124,-2.395645440685354,1.4422839732847526,1,0,0,0,0
7652,-118.27,33.83,22.61908259169376,9.536710476128082,7.2667484379286105,10.687059140671263,7.466072628026849,1.748292404493603,51.2069133329584,2.3733481240565992,-2.375421311131743,1.209454429622683,1,0,0,0,0
7653,-118.27,33.83,27.293653712285593,8.565637951964336,6.521165436891717,9.108502745776653,6.625265655694654,1.319352537125442,50.43311462378263,2.216544748924708,-2.136503966420696,1.0044952243523948,1,0,0,0,0
7654,-118.26,33.83,19.46272313462678,10.077104089815407,7.334492795781486,11.175138041530266,8.04619777883919,1.470814651312362,50.297812322482116,2.309583083455447,-2.2722362736808486,1.091021698185747,1,0,0,0,0
7655,-118.27,33.82,22.61908259169376,9.12811474488773,7.33117578334915,10.626873762681393,7.434360415820196,1.6757547528592756,51.284153403184305,1.8847623812559122,-1.7846108118610267,1.202186214401488,1,0,0,0,0
7657,-118.26,33.83,22.61908259169376,10.539773665265018,8.339060376649595,12.101886252941771,8.496495514518285,1.7814473351676268,50.739881311347126,2.320552395178819,-2.2135227744457993,1.2170033210795999,1,0,0,0,0
7658,-118.21,33.84,22.61908259169376,8.109984367642292,6.274298810439694,8.8607555027319,6.294354432741008,1.4352504445336705,49.17009061768198,2.0564474773536734,-1.8876868480721236,1.086968172450272,1,0,0,0,0
7659,-118.22,33.84,28.066618928875407,8.574757776530797,6.672333715994471,9.750065130166655,6.778203464206622,1.6394198787608258,49.29805383858943,2.021672570751136,-1.946734263695641,1.2007540808120634,1,0,0,0,0
7660,-118.22,33.84,30.37607472302157,9.369942086425088,7.314482211188972,10.332166176679994,7.357825640970703,1.6553584610812282,48.778640586682414,2.296451356597909,-2.0975020125720523,1.1216644034302468,1,0,0,0,0
7661,-118.22,33.83,33.4349433561374,8.857896095257944,6.800179966566082,9.770927350355752,7.067844767117097,1.7793907372842546,48.77201744579698,2.009074110342308,-2.1340938360793493,1.0440021298784776,1,0,0,0,0
7662,-118.22,33.83,34.95631566651123,9.259508029025767,7.228169463632553,9.946540181099282,7.196896586301796,1.6004078411310028,49.680943634825,2.368912346659613,-2.072869952774641,1.046964415642273,1,0,0,0,0
7663,-118.22,33.83,34.196272856783104,8.917441473175234,6.6671911707655305,9.473496251161762,6.815510548571021,1.528759497712169,49.73035767047654,2.434961200384147,-2.397391595557127,1.0581083960124593,1,0,0,0,0
7664,-118.21,33.83,30.37607472302157,8.058179626442247,6.191356164040488,8.783177376307828,6.256949808337892,1.1987190948821875,49.785732384205104,2.0381004797920586,-1.9317349401579134,1.0735180584204007,0,0,0,0,1
7666,-118.08,33.93,31.142897273611784,8.173627484384713,5.968962891308441,8.991135906870758,6.138855150974232,1.5309432150956135,48.6388523596962,2.3641938379589753,-2.3955340239206637,1.2371235823438,1,0,0,0,0
7667,-118.08,33.93,31.142897273611784,8.970786486232624,6.913611641304172,9.967294415920236,7.031569956936438,1.460695354511228,48.6254616383919,2.205375571941243,-2.1257035064698355,1.1501884274722427,1,0,0,0,0
7668,-118.08,33.92,30.37607472302157,8.819500573675287,7.334492795781486,9.757675166165788,6.778203464206622,1.5223747293425707,48.591925195625784,2.3511835630098963,-2.2722362736808486,1.2040233516327778,1,0,0,0,0
7669,-118.08,33.92,31.142897273611784,9.118037655111616,6.904845350334467,9.800910810690102,7.067844767117097,1.8079125279635821,49.13146075842124,2.3552273088209095,-2.3286655055091807,1.0572079278033357,1,0,0,0,0
7670,-118.07,33.92,28.83797942768524,9.051405869046183,6.896027736596543,10.317580262671877,7.003803989534591,1.4970449860729587,49.656168337695085,2.3533969277809224,-2.253421180578535,1.3126170633338874,1,0,0,0,0
7671,-118.08,33.92,27.293653712285593,9.512485392404304,7.341105376217497,10.412092944576006,7.510799711528154,1.5343952138411296,49.202196777819694,2.279449529116587,-2.2420750410813235,1.0696213321525054,1,0,0,0,0
7672,-118.08,33.93,26.519033079169297,9.613354057120594,7.567710701946257,10.69076696851886,7.560906725029527,1.4722447088558115,49.58156705625473,2.3466238790090586,-2.0698809231751016,1.158672563353107,1,0,0,0,0
7673,-118.08,33.93,27.293653712285593,9.049487695066878,7.121521379410965,10.05497785706071,7.107679632088037,1.3406469504731484,49.092718426619854,2.2072750728217567,-1.9519199752710743,1.1446472646667778,1,0,0,0,0
7674,-118.09,33.92,28.83797942768524,9.691028257250402,7.280539234701499,10.743242626724328,7.5175715504016445,1.856936181995101,49.47516662757452,2.513802508028558,-2.562190736290337,1.2041647583031307,1,0,0,0,0
7675,-118.09,33.92,28.83797942768524,8.153275228813582,6.133323881324039,9.098106682550432,6.309062201516906,1.9038656073602012,49.24062232951871,2.094423823621365,-2.1326169448556844,1.1855584410910158,1,0,0,0,0
7676,-118.09,33.92,28.83797942768524,8.693516464801556,6.314072971267797,9.092888826816889,6.481854208082168,1.8177664433926408,49.456302051982284,2.6065210908623015,-2.6086895324174852,1.0820428869400787,1,0,0,0,0
7677,-118.09,33.92,26.519033079169297,8.206958089821162,6.103417494595492,8.611829609615176,6.114086874640142,2.0353919717448177,49.31714287789954,2.4489669045425098,-2.245954467917115,1.0794730259581233,1,0,0,0,0
7678,-118.09,33.92,24.964606515078128,9.412523500644687,7.280539234701499,10.018317204615196,7.323867674547383,1.4684411661618337,49.29805383858943,2.401460407081583,-2.196012779284484,1.0056054518201172,1,0,0,0,0
7679,-118.09,33.93,29.607782990246136,9.387110757574952,7.04736083043391,10.061576778350087,7.112044251304497,1.6810100046944225,49.7365216796945,2.672517363227304,-2.4863327873167593,1.1450004834048375,1,0,0,0,0
7680,-118.1,33.92,28.066618928875407,9.43829158496061,7.151695238562871,10.375347526447163,7.308539838778164,1.6583058101379775,49.50654865401035,2.4587581549125805,-2.4064582645450048,1.1674639645721596,1,0,0,0,0
7681,-118.1,33.93,28.83797942768524,8.565637951964336,6.352798043496598,9.082413111784549,6.576884463199614,1.7563253156025056,49.68713032953456,2.284345081000642,-2.373174822298521,1.0211761900318574,1,0,0,0,0
7682,-118.1,33.93,26.519033079169297,8.966746518769003,6.917975732678203,10.097513604497713,7.098914004540727,1.3082106370255955,49.202196777819694,2.1095583748451996,-2.1147351095351024,1.1677315927847094,1,0,0,0,0
7683,-118.11,33.92,25.7427031414777,8.417679703648727,6.169863693829351,9.139378753452505,6.17925318887594,1.7321192329529198,48.168803436899225,2.6613598202813065,-2.437324763464682,1.2789907396718998,1,0,0,0,0
7684,-118.11,33.92,27.293653712285593,8.904870175082172,6.620091670793656,9.703821533054727,6.750996557970169,1.691607567029603,48.531343581386984,2.5111919895320196,-2.448324853167771,1.1963312462456832,1,0,0,0,0
7685,-118.1,33.94,26.519033079169297,7.748888143689463,5.645033244377802,8.300508006486028,5.6147343631643105,1.3168829050777486,50.55548893410262,2.5347133813200298,-2.284671069347107,1.2340828455243649,1,0,0,0,0
7686,-118.1,33.93,28.066618928875407,9.10974486344626,6.814252759285952,9.416204220635048,6.857080679878171,1.8199352820214147,50.386205349633656,2.6502760206303724,-2.4462208405068573,1.0080996532030275,1,0,0,0,0
7687,-118.1,33.95,27.293653712285593,10.346019192619963,8.19303571646276,11.279180457876729,8.254590558094625,1.5369344511165028,51.00628868207358,2.3866666683930875,-2.1639539895443214,1.0194587719792507,1,0,0,0,0
7688,-118.1,33.95,21.833262245114646,9.149881438186876,7.082941603625154,9.727069616979541,7.180286342466464,1.817611428393793,51.41557019393869,2.242989533022349,-2.1268069669586103,0.9593476296479236,1,0,0,0,0
7689,-118.11,33.95,28.83797942768524,9.462171530711068,6.956694321695598,9.92908986540982,7.217417461457976,1.8888312102014193,54.22294602999222,2.624551990015467,-2.7240464818524415,1.0275459151348822,1,0,0,0,0
7690,-118.1,33.94,27.293653712285593,9.384780389117088,6.727762111056273,9.407248708928298,6.820767870758563,2.2608647188932265,61.032463449747844,3.128544739072767,-2.9684185175812803,1.0253149672541657,1,0,0,0,0
7691,-118.11,33.95,27.293653712285593,9.650682035499617,6.956694321695598,9.620376983511418,7.188613241291109,2.3214562769230875,60.995078498318726,2.9480619793463405,-2.9970416055912104,0.9062706491530729,1,0,0,0,0
7692,-118.11,33.95,27.293653712285593,9.20041216187593,6.702822173841365,8.831268811283602,6.683684878243618,2.3958543289988383,59.414132119080264,3.062258548622097,-2.7383409016680686,0.8394447552935251,1,0,0,0,0
7693,-118.12,33.97,26.519033079169297,10.09726603512357,8.300218622733697,11.135997879172775,8.317918893470864,1.3260435450800148,50.6767763526547,1.9885369832231796,-1.742763879400483,0.9246747442763771,1,0,0,0,0
7694,-118.12,33.96,30.37607472302157,8.781279829617175,6.625399126227681,9.486497267525127,6.810235415340248,1.8347695658276237,50.688271635798614,2.2535398060124354,-2.2745666104747886,1.066977161006619,1,0,0,0,0
7695,-118.11,33.96,23.402864048983446,9.931339960386854,7.75779927500481,10.212644614073763,7.8410502221628064,1.760552429856841,54.236358109620795,2.392099995834264,-2.2166231842004076,0.7933652303585991,1,0,0,0,0
7696,-118.12,33.95,28.066618928875407,9.09302797226177,6.707843583115807,9.317850899976412,6.836434205669661,2.152446352680348,55.49457556000025,2.656928662273065,-2.5789877781223405,0.9755583584292258,1,0,0,0,0
7697,-118.12,33.96,27.293653712285593,9.974559814274244,7.386612542621378,10.158209475569997,7.590238956734902,2.2338823793792835,55.746775406591816,2.8133716210683324,-2.798035081809022,0.9141498998699187,1,0,0,0,0
7698,-118.12,33.96,30.37607472302157,9.503125597705344,7.0150164832600845,9.650558930873277,7.1634999673107345,1.768308603636101,53.52193833487103,2.765220783243148,-2.693848832939134,0.9346788734272238,1,0,0,0,0
7699,-118.12,33.96,28.83797942768524,8.917441473175234,6.463213047301426,9.05864508611659,6.613311915995168,1.9033032624650246,54.48887099631723,2.7379686667929803,-2.700633642979084,0.988634046299221,1,0,0,0,0
7700,-118.12,33.97,28.066618928875407,7.895314838265377,5.802222802979237,8.342680692978858,5.974627034369811,1.332993821504194,51.03432842977107,2.2091347975562043,-2.256523152385651,1.0370790254234104,1,0,0,0,0
7701,-118.13,33.97,28.83797942768524,9.231518283071718,6.781208382835391,9.398254535176202,6.767377811803333,1.8574217199432657,53.79630066861548,2.9744625971949223,-2.663310041819947,1.0524684012825731,1,0,0,0,0
7702,-118.13,33.96,28.83797942768524,9.373860258883298,6.986136719752967,9.654550733202894,7.098914004540727,1.7875402479172116,54.43166367064304,2.6728688114782475,-2.5570784880514155,0.9741842927782486,1,0,0,0,0
7703,-118.13,33.96,30.37607472302157,8.451802493289513,6.253999649562596,8.644683802814335,6.539574458078258,1.6319123017313621,53.92470471976951,2.18050155451681,-2.3611007054044735,0.8374958921474224,1,0,0,0,0
7704,-118.14,33.96,27.293653712285593,9.90901242721151,7.650882044639507,10.29551657830231,7.705522091768275,1.6502313954109709,54.91735072899961,2.550533806135247,-2.3313527566809165,0.9085133975036912,1,0,0,0,0
7705,-118.13,33.96,28.066618928875407,8.992823239985901,6.549312800598974,9.079785796546815,6.672176298397203,1.8154708851858423,53.869813893099476,2.7598740213724255,-2.6765609344193644,0.9633960722595444,1,0,0,0,0
7706,-118.13,33.97,27.293653712285593,9.2117151970829,6.790724191768728,9.366465324021904,6.897571773262488,2.0599593043126667,53.31386901416545,2.7393009128077486,-2.621204497482799,0.9617181153112488,1,0,0,0,0
7707,-118.13,33.95,29.607782990246136,9.188149149606941,6.952441006092665,9.260859224439844,7.1379815624956695,1.5984835856277884,56.88815857323515,2.3533430961212374,-2.354745550203654,0.7693986216501135,1,0,0,0,0
7708,-118.14,33.95,34.95631566651123,9.27623531814792,6.973588758125208,9.364175967779886,7.003803989534591,2.401423934871891,55.621209090905694,2.6730797776256736,-2.442469316303352,0.8978769538623702,1,0,0,0,0
7709,-118.14,33.95,33.4349433561374,8.90381801935288,6.421250660177118,8.8695184605534,6.481854208082168,2.420105561776888,55.85928948539087,2.9258102621550997,-2.745917702758002,0.9792704505637743,1,0,0,0,0
7710,-118.14,33.95,29.607782990246136,8.954564135638613,6.509755068919082,8.7801333035591,6.589122861477445,2.0039211806136525,55.93914156805179,2.832233924990813,-2.6823954055283123,0.8724026017545137,1,0,0,0,0
7711,-118.14,33.95,28.83797942768524,9.380888888411057,7.043355362654934,9.516522436409911,7.155039512837765,1.512367740514349,55.12489618904587,2.5996240802528505,-2.48367488115281,0.8785474615435064,1,0,0,0,0
7712,-118.15,33.96,26.519033079169297,9.71463521989877,7.491829307471835,10.38813711722921,7.625379631063169,1.2951597513260378,55.26721266484533,2.395126222813919,-2.2973605925815397,0.9946096438290901,1,0,0,0,0
7713,-118.15,33.95,24.964606515078128,8.469976110058775,6.433362113413295,9.026518860246316,6.428657273138178,1.6319123017313621,54.30768135128742,2.3626758137565522,-2.1325682036194094,1.0832377014567414,1,0,0,0,0
7714,-118.12,33.95,28.83797942768524,9.913502438190145,7.41202404033718,10.107211403251098,7.544377202803664,1.9616743389165399,54.59826012176511,2.7928841928154293,-2.675014966195766,0.9179813143442087,1,0,0,0,0
7715,-118.12,33.94,28.066618928875407,9.277067094013237,6.864752806457509,9.371036488129919,7.013113931903317,2.0170626547450117,56.78309542308468,2.6602963096786616,-2.6021448292039797,0.8955245668401787,1,0,0,0,0
7716,-118.12,33.94,26.519033079169297,9.699361864893799,7.74260374412174,10.033390420960858,7.83550732549744,1.13011414438243,54.374231423980916,2.095597791028133,-1.9526145884987955,0.7149775807780254,1,0,0,0,0
7717,-118.13,33.94,27.293653712285593,7.4624906732016205,5.735566596137048,7.930458459527349,5.840942249246923,1.4694210933331187,54.38750508677655,1.8109574792739613,-1.7842395909213478,0.9193539265438336,1,0,0,0,0
7719,-118.11,33.93,28.066618928875407,9.86688305636674,7.515576632937625,10.082884586771558,7.65977183940692,1.577035902072758,55.18366298556549,2.556858904747413,-2.463183837539319,0.8403070121069462,1,0,0,0,0
7720,-118.11,33.94,29.607782990246136,8.92576690174875,6.614765215250126,9.28003125812287,6.706448485523304,1.7762539247024107,53.47020290206331,2.60783925926166,-2.4847448991109036,1.0348371217577281,1,0,0,0,0
7721,-118.11,33.94,25.7427031414777,9.498063051504676,7.132906845100382,9.804629149105885,7.304684716558173,1.9539688654276226,53.95662854666236,2.5481981219965633,-2.5134266717398606,0.9217560891687908,1,0,0,0,0
7722,-118.12,33.94,24.964606515078128,9.577212640645747,7.590329486709687,9.824964533949872,7.609501403809175,1.3849064905575421,54.66350353650758,2.232701967629825,-1.9970173752769633,0.752168861063209,1,0,0,0,0
7723,-118.12,33.94,26.519033079169297,9.57445183534715,7.188590355395305,9.684250937293326,7.221489952738082,1.8500643053379853,55.16270164704255,2.782447521297425,-2.536716105635389,0.9159980780840802,1,0,0,0,0
7724,-118.11,33.94,28.83797942768524,9.386334344872958,6.891599489115679,9.554504524389445,7.054339499554659,1.9918741913739717,55.722554590686194,2.758721498086283,-2.715276747256221,0.9551092725710072,1,0,0,0,0
7725,-118.11,33.93,13.841070387868887,8.668032683849548,7.010924411421162,9.157177826069221,7.129383037885251,1.3334425641208847,48.92351714788138,1.6966588946583752,-1.6370896897251876,0.7251450887920599,1,0,0,0,0
7727,-118.12,33.93,21.833262245114646,7.611301341005759,5.78349228498615,8.323623109326999,5.779759088612316,1.2878839217657954,50.46819089644461,2.0921596565008707,-1.9083038358250983,1.1458947136901774,1,0,0,0,0
7728,-118.13,33.92,22.61908259169376,10.082167837479513,8.344284543459503,11.039835312618024,8.485290606844973,1.0159370651808293,49.85310485208425,1.7720199433559307,-1.6755108060896433,0.7896021296678866,1,0,0,0,0
7729,-118.13,33.93,30.37607472302157,9.45549112906643,7.4088704698423395,10.867549651315242,7.520946798938339,1.4598241477969096,51.3116349371798,2.19044017227321,-2.0806780098259057,1.2528630233208748,1,0,0,0,0
7730,-118.13,33.92,28.83797942768524,8.37097763816753,6.118447484119244,8.825319577072474,6.394444718098691,1.6922387833460988,51.262128805392315,2.2730232130203545,-2.448560444097277,1.0109852557546366,1,0,0,0,0
7731,-118.14,33.92,24.964606515078128,10.38687231083562,8.325045175123437,11.410306140015306,8.420339969226518,1.3426359873889453,52.1532114818436,2.222271638593611,-2.046711967470781,0.9825197591690529,1,0,0,0,0
7732,-118.14,33.93,24.964606515078128,10.149528590294103,8.08629433583503,10.71654962738714,8.129488711850108,1.4002320494791276,52.44481789131127,2.294227068777978,-2.0613946449585048,0.8508327440247936,1,0,0,0,0
7733,-118.14,33.93,25.7427031414777,9.473979605239034,7.344401007639475,9.875867074735778,7.510799711528154,1.7732070117498846,52.570837965912865,2.2282982787752075,-2.188645706301349,0.8335849390182111,1,0,0,0,0
7734,-118.15,33.93,24.184681972588397,10.095762447165505,7.869635076747594,10.751669039410041,7.940338255515379,1.8449699455356416,51.578109269154865,2.478458091426342,-2.275324158440588,0.9728313372021333,1,0,0,0,0
7735,-118.13,33.93,27.293653712285593,9.515354405385937,7.584705671189149,10.630683694436986,7.65977183940692,1.3123045440920138,50.72269968617269,2.0865604731600054,-1.9298092717446371,1.0786708260747073,1,0,0,0,0
7736,-118.13,33.93,15.461965905017369,9.260348575036268,7.3737475115624,10.124878220505085,7.544377202803664,1.109006363817273,50.94439942649633,1.9117886494414569,-1.888327028063829,0.9258081673078513,1,0,0,0,0
7737,-118.14,33.94,24.964606515078128,9.962638291150034,8.179597443191016,10.6734104517694,8.228567137913805,1.214908175363167,50.9894373811095,1.9332865435550528,-1.7318765577935897,0.7753457804935833,1,0,0,0,0
7738,-118.14,33.94,28.066618928875407,10.040176279310723,7.80496545700866,10.609006710685314,7.989074583155478,1.6332515820896292,52.57585548400788,2.3371181460217465,-2.291228326574132,0.8838287922960404,1,0,0,0,0
7739,-118.15,33.94,28.83797942768524,9.385557555512412,6.986136719752967,9.721281501762714,7.217417461457976,1.7188796422487393,53.35192483708721,2.515307211121422,-2.5731674931281727,0.9351068381990564,1,0,0,0,0
7740,-118.15,33.94,29.607782990246136,9.08366402590512,6.900442997548126,9.742427666262861,7.045271186816691,1.3847877635311336,51.16258153164341,2.3395957805906473,-2.289519976184163,1.04444030420798,1,0,0,0,0
7741,-118.15,33.95,28.066618928875407,9.91406282179565,8.034329080020612,10.648377090093826,8.009169627204338,1.155633388700433,51.66937810114607,2.1465284815214662,-1.8479755346896207,0.8895314963309019,1,0,0,0,0
7742,-118.16,33.94,20.255173792692997,10.214239704271987,8.208255826308632,10.762456284471144,8.319988854331065,1.5233978580331762,53.15581113687402,2.1311275059275716,-1.9867429756723676,0.7623189558405205,1,0,0,0,0
7743,-118.15,33.93,20.255173792692997,9.385557555512412,7.327851580136779,9.96901488839007,7.466072628026849,1.5479916254808646,53.97938829622328,2.1715197100386074,-2.099460542261669,0.9016971430159292,1,0,0,0,0
7744,-118.16,33.94,20.255173792692997,11.052231161632818,8.872998539422783,12.171529233283616,8.9478234966979,1.60951096519776,52.893338403464455,2.3960749969096473,-2.1566114179577216,1.0049110625067488,1,0,0,0,0
7745,-118.15,33.93,33.4349433561374,9.298542430723652,7.006821241430126,9.800910810690102,7.116396833227434,1.940959038238141,51.84485870239379,2.538484894456792,-2.4250414643040874,1.0292393454153022,1,0,0,0,0
7746,-118.15,33.93,27.293653712285593,9.219493600221739,7.228169463632553,9.891973712956966,7.398371903536555,1.3896093590492247,52.271604894094494,2.045094802322371,-2.023345062443266,0.9064820657384997,1,0,0,0,0
7747,-118.16,33.92,28.83797942768524,9.471772194221083,7.027226725073349,9.979308806021299,7.196896586301796,1.7922302585873857,52.18934990473073,2.668898018320639,-2.6318222750576936,1.0612640573131966,1,0,0,0,0
7748,-118.14,33.92,28.066618928875407,9.689099009824512,7.698727642043587,10.894758742283651,7.829945512999973,1.6086410371218596,50.64223244926602,2.089664697077271,-1.9952158246098224,1.0944662104455813,1,0,0,0,0
7749,-118.15,33.92,28.83797942768524,9.339846151369159,7.213895577334309,10.140814414626435,7.308539838778164,1.7563253156025056,50.27414348326314,2.3234655861849816,-2.1928793833495686,1.0676702850404813,1,0,0,0,0
7750,-118.15,33.92,31.908291024388724,8.819500573675287,6.712848166113034,9.322530205625927,6.846791614614703,1.7384115462495882,51.09023728552921,2.254876365605166,-2.203407336523512,0.9715883854042632,1,0,0,0,0
7751,-118.15,33.92,22.61908259169376,8.448987510377531,6.560423842781489,9.56076854152354,6.643024473253695,1.0622537833766412,48.8381000567776,2.0363302036403095,-1.936253141235723,1.1961015410324323,1,0,0,0,0
7752,-118.15,33.92,24.184681972588397,8.265186190504432,6.4572909272288825,8.915625504614432,6.428657273138178,1.0298748338103039,50.1909762129577,2.0812539657028406,-1.8428014152264818,1.0324268843282125,1,0,0,0,0
7753,-118.11,33.91,15.461965905017369,10.075581913998738,8.150412253576858,10.609006710685314,8.297076391967332,1.3070509596363227,51.00628868207358,1.98749368835553,-1.8951098327535525,0.7072448175153137,1,0,0,0,0
7754,-118.12,33.91,27.293653712285593,7.841791772683995,5.675853168739817,8.417123197249515,5.890073284011747,1.8390342423190895,49.64376353677432,2.2557584309089487,-2.3681284799699895,1.1231898206335025,1,0,0,0,0
7755,-118.12,33.91,28.066618928875407,7.705940257261207,5.570415962577938,7.967583693623324,5.6829722048008335,1.558872291718402,50.25636475719009,2.3666008798276406,-2.3352123633560713,1.035464118827927,1,0,0,0,0
7756,-118.12,33.91,28.066618928875407,9.010627233749407,6.702822173841365,9.442842240116128,6.6779412884006195,1.522703657357984,51.039929535034524,2.7777402953684893,-2.4725952980368087,1.1243220785165131,1,0,0,0,0
7758,-118.13,33.91,27.293653712285593,8.266772528661013,5.952291873467644,8.628324090745837,6.071879529780498,1.9205109610704554,52.348284859310844,2.601535509283557,-2.5518323585996705,1.112351190313165,1,0,0,0,0
7759,-118.14,33.91,28.83797942768524,8.52861353629255,6.26756362350507,8.683410871008899,6.359448050222383,1.7881074652247102,50.16114966365878,2.549534588205759,-2.4468592151357123,0.9654767838180467,1,0,0,0,0
7760,-118.14,33.91,27.293653712285593,9.433774258902709,7.452443182016664,9.897315683551493,7.4450010481318785,1.269173900694001,50.48569524833792,2.263436078506681,-1.9980572257090532,0.8817401467176675,1,0,0,0,0
7762,-118.1,33.91,28.83797942768524,8.507053248566027,6.2471702624419905,9.113681093672229,6.359448050222383,1.7216595027361168,49.76729944526817,2.5179910239030003,-2.447080530340699,1.1631265226035947,1,0,0,0,0
7763,-118.1,33.91,28.83797942768524,7.931291490391698,7.334492795781486,8.413466878904282,5.748194786325476,1.503301103914994,49.25340627339619,2.601243183292979,-2.2722362736808486,1.2064030755361752,1,0,0,0,0
7764,-118.1,33.9,28.066618928875407,8.600523427915437,6.5381179026294305,9.334182506449032,6.648898990913524,1.8821666055494952,48.75876119950387,2.2312679789104015,-2.158542528363337,1.0928693148293256,1,0,0,0,0
